y3_hhid,gardenid,plotid,crop_loss,crop_loss_reason_rain_excess,crop_loss_reason_rain_little,crop_loss_reason_insects,crop_loss_reason_disease,crop_loss_reason_weeds,crop_loss_reason_hail,crop_loss_reason_floods,crop_loss_reason_frost,crop_loss_reason_animals,crop_loss_reason_locust,crop_loss_reason_birds,crop_loss_reason_shortage,crop_loss_reason_fertility,crop_loss_reason_security,crop_loss_reason_spoiled,crop_loss_reason_other,area_loss,area_loss_reason_drought,area_loss_reason_insects,area_loss_reason_animals,area_loss_reason_theft,area_loss_reason_disease,area_loss_reason_labor,area_loss_reason_other,area_loss_reason_rains,area_loss_reason_floods,area_loss_reason_fire,area_loss_reason_not_finished,pure_stand,pure_stand_maize,entire_plot_planted,harvest_completed,planting_month,planting_year,harvesting_month_start,harvesting_month_end,area_planted_with_crop,kgs_harvested,plot_area_ha,first_crop_planted,second_crop_planted,third_crop_planted,fourth_crop_planted,fifth_crop_planted,soil_type,soil_quality,plot_slope,month_planted_plot,half_month_planted_plot,plot_area_gps,area_planted,cultivated,season,crop_cutting,area_harvested,crop_loss_ha,area_harvested_with_crop,plot_elevation,plot_twi,hh_gps_lat,hh_gps_long,annual_temp,annual_precip,ea_id,region,district,ta_code,reside
0773-001,RG01,R02,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,0,0,1,9,,1,3,0,200,.152,TOBACCO,,,,,Sandy (Mchenga),Poor,Slight slope,FEBRUARY,1ST HALF,1,0,1,Rainy,,,,,550,15,-14.5036,34.6593,236,883,20908119,Central,Ntcheu,8,RURAL
0773-001,RG02,R01,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,1,1,0,1,12,,4,4,0,309.6245727539063,.6080000000000001,MAIZE,,,,,Other (Specify),Good,Slight slope,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,550,15,-14.5036,34.6593,236,883,20908119,Central,Ntcheu,8,RURAL
0773-001,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,1,12,,4,4,0,213.1666717529297,.092,MAIZE,,,,,Other (Specify),Good,Slight slope,JANUARY,1ST HALF,1,0,1,Rainy,,,,,550,15,-14.5036,34.6593,236,883,20908119,Central,Ntcheu,8,RURAL
0774-002,RG01,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,15,-14.6514,34.6256,210,941,20906605,Central,Ntcheu,6,RURAL
0774-002,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,1,0,1,12,,5,5,0,159.875,.244,MAIZE,,,,,Clay (Katondo),Fair,Slight slope,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,950,14,-14.6514,34.6256,210,941,20906605,Central,Ntcheu,6,RURAL
0775-001,RG03,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,0,0,1,12,,4,4,0,150,.24,SOYABEAN,,,,,Clay (Katondo),Fair,Flat,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,930,14,-14.6514,34.6256,210,941,20906605,Central,Ntcheu,6,RURAL
0775-001,RG04,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,0,0,0,1,12,,4,4,2.25,339.75,.04,GROUND BEAN(NZAMA),SOYABEAN,GROUNDNUT,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,DECEMBER,2ND HALF,1,.090000004,1,Rainy,,,,,930,13,-14.6514,34.6256,210,941,20906605,Central,Ntcheu,6,RURAL
0775-001,RG01,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,0,1,12,,5,5,0,319.75,.6400000000000001,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,940,13,-14.6514,34.6256,210,941,20906605,Central,Ntcheu,6,RURAL
0775-001,RG04,R03,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,0,0,1,12,,5,5,0,189.75,.16,GROUNDNUT,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,930,13,-14.6514,34.6256,210,941,20906605,Central,Ntcheu,6,RURAL
0775-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Dry,,,,,,,,,,,20906605,Central,Ntcheu,6,RURAL
0775-001,RG04,R02,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,0,0,1,12,,4,4,0,100,.12,SOYABEAN,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,930,13,-14.6514,34.6256,210,941,20906605,Central,Ntcheu,6,RURAL
0775-001,RG02,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,0,1,12,,5,5,0,50,.2,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,930,14,-14.6514,34.6256,210,941,20906605,Central,Ntcheu,6,RURAL
0775-009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.6514,34.6256,210,941,20906605,Central,Ntcheu,6,RURAL
0776-001,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,0,1,12,,4,4,0,532.9166870117188,.412,MAIZE,,,,,Sandy (Mchenga),Fair,Flat,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,550,16,-14.5036,34.6593,236,883,20908119,Central,Ntcheu,8,RURAL
0777-001,RG03,R01,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,0,0,1,1,12,,7,7,2,88.46416473388672,.268,MAIZE,GROUNDNUT,,,,Clay (Katondo),Poor,Slight slope,DECEMBER,1ST HALF,1,.53600001,1,Rainy,,,,,960,16,-14.6514,34.6256,210,941,20906605,Central,Ntcheu,6,RURAL
0777-001,RG01,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,14,-14.6514,34.6256,210,941,20906605,Central,Ntcheu,6,RURAL
0777-001,RG02,R01,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,0,0,1,1,12,,7,7,2,221.1604156494141,.252,MAIZE,FINGER MILLET(MAWERE),,,,Clay (Katondo),Good,Moderate slope,DECEMBER,2ND HALF,1,.50400001,1,Rainy,,,,,960,15,-14.6514,34.6256,210,941,20906605,Central,Ntcheu,6,RURAL
0777-001,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,1,12,,7,7,0,398.0887451171875,.124,MAIZE,,,,,Other (Specify),Good,"Steep, hilly",DECEMBER,2ND HALF,1,0,1,Rainy,,,,,950,14,-14.6514,34.6256,210,941,20906605,Central,Ntcheu,6,RURAL
0777-003,RG01,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,0,0,1,1,11,,5,5.5,1.25,200,.16,MAIZE,FINGER MILLET(MAWERE),,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,NOVEMBER,2ND HALF,1,.2,1,Rainy,,,,,930,13,-14.6514,34.6256,211,938,20906605,Central,Ntcheu,6,RURAL
0777-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Dry,,,,,,,,,,,20906605,Central,Ntcheu,6,RURAL
0777-003,RG02,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,0,0,1,1,11,,5,5,1.25,50,.04,MAIZE,FINGER MILLET(MAWERE),,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,NOVEMBER,2ND HALF,1,.050000001,1,Rainy,,,,,930,14,-14.6514,34.6256,211,938,20906605,Central,Ntcheu,6,RURAL
0778-001,RG02,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,1,1,0,1,12,,5,5,0,221.1604156494141,.652,MAIZE,,,,,Other (Specify),Good,Slight slope,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,530,14,-14.5036,34.6593,236,883,20908119,Central,Ntcheu,8,RURAL
0778-001,RG03,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,1,1,0,1,12,,5,5,0,309.6245727539063,.268,MAIZE,,,,,Other (Specify),Good,Flat,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,540,15,-14.5036,34.6593,236,883,20908119,Central,Ntcheu,8,RURAL
0778-001,RG01,R01,,,,,,,,,,,,,,,,,,1,1,,,1,,,,1,,,,0,0,1,1,12,,4.5,4.5,2,309.6245727539063,.352,MAIZE,OTHER (SPECIFY),,,,Other (Specify),Good,Slight slope,DECEMBER,1ST HALF,1,.704,1,Rainy,,,,,530,14,-14.5036,34.6593,236,883,20908119,Central,Ntcheu,8,RURAL
0780-001,RG03,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,0,1,12,,4,4,0,398.0887451171875,.38,MAIZE,,,,,Other (Specify),Good,Moderate slope,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,540,15,-14.5036,34.6593,236,882,20908119,Central,Ntcheu,8,RURAL
0780-001,RG02,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,0,0,1,1,12,,4.5,4.5,2,134.75,.096,MAIZE,GROUNDNUT,,,,Sandy (Mchenga),Poor,Slight slope,DECEMBER,2ND HALF,1,.192,1,Rainy,,,,,540,15,-14.5036,34.6593,236,882,20908119,Central,Ntcheu,8,RURAL
0780-001,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,1,12,,4,4,0,619.2491455078125,.4320000000000001,MAIZE,,,,,Sandy (Mchenga),Good,Slight slope,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,540,14,-14.5036,34.6593,236,882,20908119,Central,Ntcheu,8,RURAL
0780-001,RG01,R02,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,0,0,1,12,,4,4,0,25,.024,TOBACCO,,,,,Other (Specify),Poor,Slight slope,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,540,13,-14.5036,34.6593,236,882,20908119,Central,Ntcheu,8,RURAL
0781-001,RG01,R02,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,1,0,1,12,,6,6,0,1061.569946289063,.6000000000000001,MAIZE,,,,,Sandy (Mchenga),Good,Slight slope,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,940,14,-14.6514,34.6256,211,937,20906605,Central,Ntcheu,6,RURAL
0781-001,RG02,R01,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,1,0,1,12,,6,6,0,88.46416473388672,.348,MAIZE,,,,,Sandy (Mchenga),Good,Slight slope,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,920,13,-14.6514,34.6256,211,937,20906605,Central,Ntcheu,6,RURAL
0781-001,RG03,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,0,0,1,12,,5,5,0,420.9000244140625,.188,GROUNDNUT,,,,,Clay (Katondo),Good,Flat,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,960,13,-14.6514,34.6256,211,937,20906605,Central,Ntcheu,6,RURAL
0781-001,RG04,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,1,12,,6.5,6.5,1.75,414.75,.508,GROUNDNUT,SOYABEAN,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Slight slope,DECEMBER,2ND HALF,1,.889,1,Rainy,,,,,950,15,-14.6514,34.6256,211,937,20906605,Central,Ntcheu,6,RURAL
0781-001,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,0,0,1,12,,6,7,0,0,.18,TOBACCO,,,,,Clay (Katondo),Good,Flat,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,930,14,-14.6514,34.6256,211,937,20906605,Central,Ntcheu,6,RURAL
0781-005,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,1,0,1,12,,4,4,0,266.4583435058594,.3080000000000001,MAIZE,,,,,Clay (Katondo),Good,Flat,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,560,14,-14.242142,34.516074,235,911,20906605,Central,Ntcheu,6,RURAL
0781-005,RG02,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,1,0,1,12,,4,4,0,266.4583435058594,.3040000000000001,MAIZE,,,,,Other (Specify),Good,"Steep, hilly",DECEMBER,2ND HALF,1,0,1,Rainy,,,,,560,14,-14.242142,34.516074,235,911,20906605,Central,Ntcheu,6,RURAL
0781-005,RG01,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,14,-14.242142,34.516074,235,911,20906605,Central,Ntcheu,6,RURAL
0782-001,RG01,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,0,0,1,1,12,,5.5,5.5,1.75,442.3208312988281,.504,MAIZE,PEAS,,,,Other (Specify),Good,Flat,DECEMBER,1ST HALF,1,.88200003,1,Rainy,,,,,550,14,-14.5036,34.6593,236,883,20908119,Central,Ntcheu,8,RURAL
0783-001,RG02,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,12,,5,5,1.25,619.2491455078125,.4,MAIZE,FINGER MILLET(MAWERE),,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,DECEMBER,1ST HALF,1,.5,1,Rainy,,,,,930,14,-14.6514,34.6256,211,937,20906605,Central,Ntcheu,6,RURAL
0783-001,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,12,,4,4,1.75,448.0887451171875,.4,MAIZE,GROUNDNUT,FINGER MILLET(MAWERE),SOYABEAN,,Sandy (Mchenga),Good,Moderate slope,DECEMBER,1ST HALF,1,.69999999,1,Rainy,,,,,940,14,-14.6514,34.6256,211,937,20906605,Central,Ntcheu,6,RURAL
0783-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Dry,,,,,,,,,,,20906605,Central,Ntcheu,6,RURAL
0783-001,RG01,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940,13,-14.6514,34.6256,211,937,20906605,Central,Ntcheu,6,RURAL
0784-002,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,0,1,11,,5,5,0,266.4583435058594,.248,MAIZE,,,,,Other (Specify),Good,Slight slope,NOVEMBER,1ST HALF,1,0,1,Rainy,,,,,560,19,-14.5036,34.6593,236,883,20908119,Central,Ntcheu,8,RURAL
0785-001,RG01,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930,14,-14.6514,34.6256,210,941,20906605,Central,Ntcheu,6,RURAL
0785-001,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,0,0,1,1,12,,6.5,6.5,1.875,457.2216949462891,.9720000000000001,MAIZE,GROUNDNUT,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,DECEMBER,1ST HALF,1,1.8225,1,Rainy,,,,,930,14,-14.6514,34.6256,210,941,20906605,Central,Ntcheu,6,RURAL
0785-002,RG01,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,0,1,11,,4,4,0,106.5833358764648,.168,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,NOVEMBER,1ST HALF,1,0,1,Rainy,,,,,480,15,-14.300719,34.720335,243,889,20906605,Central,Ntcheu,6,RURAL
0786-001,RG02,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,1,0,1,12,,6,6,0,106.5833358764648,.12,MAIZE,,,,,Other (Specify),Good,Flat,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,540,16,-14.5036,34.6593,236,883,20908119,Central,Ntcheu,8,RURAL
0786-001,RG03,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,0,0,1,12,,3,3,0,0,.12,TOBACCO,,,,,Other (Specify),Good,Flat,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,550,16,-14.5036,34.6593,236,883,20908119,Central,Ntcheu,8,RURAL
0786-001,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,0,1,12,,6,6,0,799.375,.8800000000000001,MAIZE,,,,,Other (Specify),Fair,Flat,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,550,16,-14.5036,34.6593,236,883,20908119,Central,Ntcheu,8,RURAL
0787-002,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,0,0,1,1,12,,5,5,1.75,216.8762512207031,.8240000000000001,MAIZE,GROUNDNUT,,,,Clay (Katondo),Good,Moderate slope,DECEMBER,1ST HALF,1,1.442,1,Rainy,,,,,930,14,-14.6514,34.6256,210,941,20906605,Central,Ntcheu,6,RURAL
0787-002,RG02,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,1,1,0,1,12,,6,6,0,44.23208236694336,.056,MAIZE,,,,,Clay (Katondo),Good,Flat,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,940,13,-14.6514,34.6256,210,941,20906605,Central,Ntcheu,6,RURAL
0787-002,RG04,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,1,12,,6,7,0,176.9283294677734,.228,MAIZE,,,,,Clay (Katondo),Good,Slight slope,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,940,13,-14.6514,34.6256,210,941,20906605,Central,Ntcheu,6,RURAL
0787-002,RG03,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,0,0,0,1,12,,6,6,1.125,216.8762512207031,.384,MAIZE,GROUNDNUT,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Slight slope,DECEMBER,1ST HALF,1,.43200001,1,Rainy,,,,,930,12,-14.6514,34.6256,210,941,20906605,Central,Ntcheu,6,RURAL
0787-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.673168,35.068242,221,986,20906605,Central,Ntcheu,6,RURAL
0789-001,RG02,R02,,,,,,,,,,,,,,,,,,1,1,,1,,,,,1,,,,0,0,1,1,12,,4,5,2,309.6245727539063,.8640000000000001,MAIZE,NKHWANI,PEAS,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,DECEMBER,1ST HALF,1,1.728,1,Rainy,,,,,540,15,-14.5036,34.6593,235,884,20908119,Central,Ntcheu,8,RURAL
0789-001,RG01,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,0,0,1,1,11,,4,4,1.25,750.4427490234375,.26,MAIZE,BEANS,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,NOVEMBER,2ND HALF,1,.32499999,1,Rainy,,,,,550,13,-14.5036,34.6593,235,884,20908119,Central,Ntcheu,8,RURAL
0789-001,RG02,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,1,0,0,0,12,,5,5,0,0,.06,GROUNDNUT,,,,,Clay (Katondo),Good,Flat,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,540,16,-14.5036,34.6593,235,884,20908119,Central,Ntcheu,8,RURAL
0789-002,RG01,R01,,,,,,,,,,,,,,,,,,1,1,1,,,,,,1,,,,0,0,1,1,12,,3.5,3.5,2,213.1666717529297,.108,MAIZE,NKHWANI,,,,Clay (Katondo),Good,Flat,DECEMBER,1ST HALF,1,.21600001,1,Rainy,,,,,540,16,-14.5036,34.6593,236,882,20908119,Central,Ntcheu,8,RURAL
0790-001,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,1,0,1,12,,7,7,0,799.375,.4,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Moderate slope,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,940,13,-14.6514,34.6256,211,937,20906605,Central,Ntcheu,6,RURAL
0790-001,RG03,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,0,0,1,12,,8,8,0,650.6666870117188,.152,GROUNDNUT,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Slight slope,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,960,13,-14.6514,34.6256,211,937,20906605,Central,Ntcheu,6,RURAL
0790-001,RG02,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,0,0,1,12,,8,8,0,168.3600158691406,.136,GROUNDNUT,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Slight slope,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,930,13,-14.6514,34.6256,211,937,20906605,Central,Ntcheu,6,RURAL
0790-001,RG01,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940,13,-14.6514,34.6256,211,937,20906605,Central,Ntcheu,6,RURAL
0790-003,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,1,12,,6,6,0,532.9166870117188,.228,MAIZE,,,,,Sandy (Mchenga),Good,Slight slope,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,1030,15,-14.766135,34.710199,207,966,20906605,Central,Ntcheu,6,RURAL
0790-003,RG02,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,0,0,1,12,,6,6,0,336.7200317382813,.184,GROUNDNUT,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Slight slope,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,1040,15,-14.766135,34.710199,207,966,20906605,Central,Ntcheu,6,RURAL
0790-003,RG04,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,1,12,,6,6,0,373.0416870117188,.152,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,970,13,-14.766135,34.710199,207,966,20906605,Central,Ntcheu,6,RURAL
0790-003,RG03,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,1,12,,6,6,0,426.3333435058594,.18,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,960,13,-14.766135,34.710199,207,966,20906605,Central,Ntcheu,6,RURAL
0791-001,RG05,R02,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,1,0,0,1,12,,5,5,0,28.06000137329102,.044,GROUNDNUT,,,,,Sandy (Mchenga),Good,Flat,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,550,13,-14.5036,34.6593,236,882,20908119,Central,Ntcheu,8,RURAL
0791-001,RG01,R02,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,1,0,0,1,12,,5,5,0,56.12000274658203,.076,GROUNDNUT,,,,,Sandy (Mchenga),Good,Flat,NOVEMBER,2ND HALF,1,0,1,Rainy,,,,,540,16,-14.5036,34.6593,236,882,20908119,Central,Ntcheu,8,RURAL
0791-001,RG02,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,1,0,0,1,12,,2,5,0,52,.072,TOBACCO,,,,,Sandy (Mchenga),Good,Flat,NOVEMBER,2ND HALF,1,0,1,Rainy,,,,,540,16,-14.5036,34.6593,236,882,20908119,Central,Ntcheu,8,RURAL
0791-001,RG03,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,1,1,0,1,12,,4,4,0,353.8566589355469,.416,MAIZE,,,,,Clay (Katondo),Good,Flat,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,550,14,-14.5036,34.6593,236,882,20908119,Central,Ntcheu,8,RURAL
0791-001,RG05,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,1,0,0,1,12,,2,5,0,35,.2,TOBACCO,,,,,Sandy (Mchenga),Good,Flat,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,550,14,-14.5036,34.6593,236,882,20908119,Central,Ntcheu,8,RURAL
0791-001,RG01,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,1,0,0,1,12,,2,4,0,67,.124,TOBACCO,,,,,Sandy (Mchenga),Good,Flat,NOVEMBER,2ND HALF,1,0,1,Rainy,,,,,540,15,-14.5036,34.6593,236,882,20908119,Central,Ntcheu,8,RURAL
0791-001,RG04,R02,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,0,0,1,1,12,,4,4,1.5,88.46416473388672,.3040000000000001,MAIZE,NKHWANI,,,,Clay (Katondo),Good,Flat,DECEMBER,2ND HALF,1,.456,1,Rainy,,,,,550,17,-14.5036,34.6593,236,882,20908119,Central,Ntcheu,8,RURAL
0791-001,RG04,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,0,0,1,1,12,,3.5,4,1.75,260.1604156494141,.484,MAIZE,NKHWANI,,,,Clay (Katondo),Good,Flat,DECEMBER,2ND HALF,1,.847,1,Rainy,,,,,550,16,-14.5036,34.6593,236,882,20908119,Central,Ntcheu,8,RURAL
0792-001,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,0,0,1,1,12,,6,6,2,889.1200103759766,.3080000000000001,MAIZE,GROUNDNUT,,,,Sandy (Mchenga),Good,Moderate slope,DECEMBER,1ST HALF,1,.616,1,Rainy,,,,,980,13,-14.6514,34.6256,211,937,20906605,Central,Ntcheu,6,RURAL
0792-001,RG02,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,1,12,,7,7,0,1165.320068359375,.416,MAIZE,,,,,Clay (Katondo),Poor,Slight slope,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,910,13,-14.6514,34.6256,211,937,20906605,Central,Ntcheu,6,RURAL
0792-003,RG02,T01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,16,-14.6514,34.6256,211,937,20906605,Central,Ntcheu,6,RURAL
0792-003,RG01,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,0,0,1,1,12,,4.5,4.5,2,319,.28,MAIZE,GROUNDNUT,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,DECEMBER,1ST HALF,1,.56,1,Rainy,,,,,950,14,-14.6514,34.6256,211,937,20906605,Central,Ntcheu,6,RURAL
0792-003,RG02,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,0,0,1,1,12,,4.5,4.5,2,208.5,.24,MAIZE,GROUNDNUT,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,DECEMBER,1ST HALF,1,.47999999,1,Rainy,,,,,960,16,-14.6514,34.6256,211,937,20906605,Central,Ntcheu,6,RURAL
0792-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,Dry,,,,,,,,,,,20906605,Central,Ntcheu,6,RURAL
0792-003,RG03,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,0,1,12,,4,4,0,468,.16,MAIZE,,,,,Other (Specify),Good,Flat,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,940,14,-14.6514,34.6256,211,937,20906605,Central,Ntcheu,6,RURAL
